qty,n_trades,total_qty,vol_share
212.04015,1,212.04015,0.001259910390709425
211.93109,1,211.93109,0.001259262372741079
211.41,1,211.41,0.0012561661350450825
210.9402,1,210.9402,0.0012533746547449822
209.64042,1,209.64042,0.0012456515592480385
208.5285,1,208.5285,0.0012390446993602406
207.49669,1,207.49669,0.0012329138409344288
206.712,1,206.712,0.0012282513320440805
206.20708,1,206.20708,0.0012252511740340197
205.4592,1,205.4592,0.0012208073845771468
203.67603,1,203.67603,0.0012102120590626094
202.30663,1,202.30663,0.0012020752920916492
202.03684,1,202.03684,0.001200472240856732
202.014,1,202.014,0.0012003365290430789
201.14558,1,201.14558,0.0011951765092001391
200.448,1,200.448,0.0011910315947094117
200.11914,1,200.11914,0.0011890775584993414
199.665,1,199.665,0.0011863791275425778
199.59357,1,199.59357,0.0011859547013232587
196.6896,1,196.6896,0.0011686997523086102
196.67552,1,196.67552,0.0011686160910854824
196.65828,1,196.65828,0.0011685136536219367
195.4368,1,195.4368,0.0011612558048416763
193.83127,1,193.83127,0.0011517159892473385
193.0878,1,193.0878,0.0011472984033411753
191.6784,1,191.6784,0.0011389239624408748
191.29549,1,191.29549,0.0011366487693337838
189.1728,1,189.1728,0.001124036067507007
188.66448,1,188.66448,0.0011210157072129524
188.356,1,188.356,0.001119182765869881
187.53478,1,187.53478,0.001114303201263563
187.30711,1,187.30711,0.001112950420676241
187.2153,1,187.2153,0.0011124048995899232
185.6493,1,185.6493,0.0011030999652562557
185.19993,1,185.19993,0.001100429876915566
185.15099,1,185.15099,0.0011001390828630183
183.54848,1,183.54848,0.001090617211650346
183.11987,1,183.11987,0.0010880704760789835
183.03175,1,183.03175,0.0010875468804126473
182.79219,1,182.79219,0.0010861234512498292
182.2824,1,182.2824,0.001083094356438871
182.27564,1,182.27564,0.0010830541895448127
181.51442,1,181.51442,0.0010785311358325047
180.73358,1,180.73358,0.0010738915030578553
180.4032,1,180.4032,0.0010719284352384703
180.09,1,180.09,0.001070067448371737
179.40062,1,179.40062,0.001065971257036524
178.524,1,178.524,0.0010607625140380697
178.1827,1,178.1827,0.0010587345612359748
177.74785,1,177.74785,0.0010561507485316354
177.71104,1,177.71104,0.0010559320290981602
177.31818,1,177.31818,0.001053597714601146
175.98183,1,175.98183,0.0010456573257143027
175.88469,1,175.88469,0.0010450801345769003
87.696,2,175.392,0.0010421526453707351
175.392,1,175.392,0.0010421526453707351
175.31659,1,175.31659,0.0010417045705954464
173.99998,1,173.99998,0.0010338814737927329
